vente_id,produit_id,client_id,date_vente,quantite,canal_vente,ville_magasin,prix_total
V06838,P020,C0466,2023-07-14,2,Magasin physique,Oujda,1170
V06839,P006,C0869,2023-03-09,2,En ligne,Agadir,2330
V06840,P015,C0771,2023-02-12,2,Magasin physique,Rabat,2492
V06841,P020,C0200,2023-03-21,2,En ligne,Rabat,1170
V06842,P013,C0508,2024-05-15,2,En ligne,Oujda,2116
V06843,P004,C0301,2024-09-06,2,Magasin physique,Tanger,1414
V06844,P019,C0138,2023-08-03,1,Magasin physique,Marrakech,1322
V06845,P020,C0981,2024-08-16,2,Magasin physique,Rabat,1170
V06846,P004,C0397,2023-12-20,2,En ligne,Oujda,1414
V06847,P014,C0787,2023-09-18,1,En ligne,Agadir,446
V06848,P020,C0131,2024-05-04,3,Magasin physique,Oujda,1755
V06849,P018,C0940,2024-10-01,3,Magasin physique,Meknès,2196
V06850,P002,C0406,2023-01-11,1,Magasin physique,Oujda,1416
V06851,P006,C0764,2024-11-07,2,Magasin physique,Agadir,2330
V06852,P002,C0065,2023-12-01,1,Magasin physique,Meknès,1416
V06853,P005,C0089,2024-01-13,1,En ligne,Tanger,1219
V06854,P005,C0184,2023-02-15,2,En ligne,Tanger,2438
V06855,P005,C0848,2023-10-17,2,Magasin physique,Casablanca,2438
V06856,P001,C0329,2023-02-10,3,Magasin physique,Oujda,2589
V06857,P003,C0185,2024-01-21,2,En ligne,Tanger,982
V06858,P002,C0792,2024-03-16,2,En ligne,Casablanca,2832
V06859,P012,C0919,2024-01-10,3,En ligne,Tanger,1518
V06860,P007,C0193,2024-03-29,1,En ligne,Agadir,989
V06861,P012,C0018,2024-02-23,2,Magasin physique,Fès,1012
V06862,P010,C0153,2024-11-20,3,En ligne,Marrakech,3120
V06863,P005,C0736,2023-08-18,3,En ligne,Casablanca,3657
V06864,P020,C0905,2023-07-11,1,En ligne,Agadir,585
V06865,P009,C0232,2024-08-23,3,En ligne,Agadir,1665
V06866,P003,C0883,2023-11-26,2,En ligne,Meknès,982
V06867,P017,C0272,2024-10-25,1,En ligne,Meknès,365
V06868,P016,C0781,2024-06-06,3,En ligne,Agadir,2892
V06869,P002,C0099,2024-02-17,1,En ligne,Oujda,1416
V06870,P017,C0234,2023-10-23,1,En ligne,Fès,365
V06871,P016,C0963,2024-05-10,3,En ligne,Rabat,2892
V06872,P001,C0824,2024-11-02,1,Magasin physique,Marrakech,863
V06873,P010,C0997,2024-07-09,1,Magasin physique,Tanger,1040
V06874,P015,C0791,2023-04-13,3,Magasin physique,Fès,3738
V06875,P011,C0517,2023-01-23,2,Magasin physique,Meknès,1532
V06876,P010,C0888,2023-07-18,2,En ligne,Oujda,2080
V06877,P007,C0308,2024-11-26,3,En ligne,Fès,2967
V06878,P016,C0153,2023-04-19,3,Magasin physique,Agadir,2892
V06879,P010,C0191,2023-11-30,3,En ligne,Tanger,3120
V06880,P007,C0120,2023-06-13,2,En ligne,Meknès,1978
V06881,P017,C0571,2023-05-14,3,En ligne,Casablanca,1095
V06882,P011,C0256,2023-12-05,1,Magasin physique,Tanger,766
V06883,P012,C0568,2024-02-13,1,En ligne,Meknès,506
V06884,P006,C0269,2023-10-22,1,Magasin physique,Oujda,1165
V06885,P016,C0389,2023-04-27,2,Magasin physique,Casablanca,1928
V06886,P018,C0554,2023-04-21,1,Magasin physique,Agadir,732
V06887,P011,C0714,2024-05-12,3,Magasin physique,Rabat,2298
V06888,P005,C0641,2023-04-06,1,Magasin physique,Tanger,1219
V06889,P007,C0701,2024-05-30,1,En ligne,Oujda,989
V06890,P018,C0619,2024-02-13,2,En ligne,Rabat,1464
V06891,P012,C0140,2023-07-17,3,Magasin physique,Marrakech,1518
V06892,P004,C0671,2023-10-05,3,En ligne,Meknès,2121
V06893,P010,C0921,2024-09-02,3,En ligne,Agadir,3120
V06894,P009,C0004,2023-10-20,1,En ligne,Casablanca,555
V06895,P013,C0285,2024-03-08,1,Magasin physique,Tanger,1058
V06896,P005,C0808,2024-04-15,3,Magasin physique,Agadir,3657
V06897,P012,C0473,2024-07-06,3,Magasin physique,Agadir,1518
V06898,P007,C0071,2024-10-31,1,Magasin physique,Rabat,989
V06899,P004,C0872,2023-05-29,3,Magasin physique,Fès,2121
V06900,P008,C0909,2023-12-24,1,Magasin physique,Meknès,1004
V06901,P006,C0443,2023-04-17,3,Magasin physique,Casablanca,3495
V06902,P003,C0769,2024-04-15,1,En ligne,Fès,491
V06903,P010,C0302,2023-12-27,1,Magasin physique,Meknès,1040
V06904,P012,C0729,2024-05-10,3,Magasin physique,Oujda,1518
V06905,P003,C0544,2024-01-03,3,En ligne,Meknès,1473
V06906,P017,C0055,2023-02-20,2,En ligne,Rabat,730
V06907,P012,C0605,2023-04-19,3,En ligne,Meknès,1518
V06908,P020,C0223,2023-02-20,2,Magasin physique,Oujda,1170
V06909,P008,C0131,2024-12-30,3,Magasin physique,Agadir,3012
V06910,P019,C0976,2023-05-14,1,En ligne,Fès,1322
V06911,P004,C0172,2023-09-06,1,En ligne,Fès,707
V06912,P020,C0271,2023-10-19,2,En ligne,Meknès,1170
V06913,P001,C0462,2024-11-03,2,En ligne,Rabat,1726
V06914,P010,C0965,2023-04-30,3,En ligne,Oujda,3120
V06915,P018,C0318,2023-01-23,2,Magasin physique,Meknès,1464
V06916,P016,C0007,2024-01-24,2,Magasin physique,Casablanca,1928
V06917,P008,C0395,2023-08-03,2,Magasin physique,Tanger,2008
V06918,P013,C0004,2024-12-04,1,Magasin physique,Oujda,1058
V06919,P005,C0876,2024-01-26,1,En ligne,Rabat,1219
V06920,P006,C0661,2023-07-20,3,En ligne,Rabat,3495
V06921,P019,C0880,2023-04-03,1,Magasin physique,Marrakech,1322
V06922,P016,C0810,2024-12-09,3,Magasin physique,Meknès,2892
V06923,P005,C0268,2024-10-21,2,En ligne,Fès,2438
V06924,P007,C0929,2023-05-13,1,Magasin physique,Tanger,989
V06925,P019,C0584,2023-09-25,2,En ligne,Casablanca,2644
V06926,P013,C0676,2024-05-19,2,Magasin physique,Casablanca,2116
V06927,P009,C0361,2024-10-17,3,En ligne,Rabat,1665
V06928,P006,C0259,2023-06-12,1,Magasin physique,Fès,1165
V06929,P011,C0831,2024-02-14,3,Magasin physique,Rabat,2298
V06930,P004,C0674,2024-01-09,3,Magasin physique,Oujda,2121
V06931,P012,C0158,2024-01-17,1,Magasin physique,Marrakech,506
V06932,P004,C0894,2024-09-04,1,Magasin physique,Fès,707
V06933,P015,C0699,2024-05-13,3,En ligne,Meknès,3738
V06934,P001,C0573,2024-09-07,2,En ligne,Oujda,1726
V06935,P009,C0973,2024-09-13,3,En ligne,Rabat,1665
V06936,P014,C0347,2023-12-08,3,Magasin physique,Tanger,1338
V06937,P018,C0727,2024-05-02,3,Magasin physique,Agadir,2196
V06938,P006,C0638,2023-08-25,1,En ligne,Meknès,1165
V06939,P019,C0944,2024-11-06,1,En ligne,Fès,1322
V06940,P014,C0932,2024-02-28,1,Magasin physique,Tanger,446
V06941,P019,C0182,2024-12-07,2,Magasin physique,Oujda,2644
V06942,P015,C0533,2023-07-16,2,Magasin physique,Meknès,2492
V06943,P016,C0582,2024-11-07,2,En ligne,Tanger,1928
V06944,P018,C0074,2024-06-26,2,En ligne,Agadir,1464
V06945,P003,C0264,2024-06-25,2,En ligne,Tanger,982
V06946,P008,C0025,2024-12-20,3,Magasin physique,Marrakech,3012
V06947,P014,C0876,2023-10-07,2,En ligne,Fès,892
V06948,P007,C0622,2024-08-11,3,En ligne,Meknès,2967
V06949,P013,C0373,2023-10-18,1,En ligne,Casablanca,1058
V06950,P004,C0084,2023-07-14,1,En ligne,Rabat,707
V06951,P011,C0539,2023-10-23,2,En ligne,Agadir,1532
V06952,P010,C0768,2023-04-04,1,En ligne,Oujda,1040
V06953,P009,C0634,2023-11-22,2,En ligne,Rabat,1110
V06954,P009,C0619,2024-01-27,3,En ligne,Rabat,1665
V06955,P001,C0538,2023-05-10,3,Magasin physique,Rabat,2589
V06956,P013,C0846,2023-09-04,2,Magasin physique,Casablanca,2116
V06957,P010,C0820,2023-12-17,3,En ligne,Tanger,3120
V06958,P016,C0544,2024-03-25,1,En ligne,Oujda,964
V06959,P015,C0962,2024-06-27,3,Magasin physique,Meknès,3738
V06960,P008,C0463,2023-08-12,2,En ligne,Casablanca,2008
V06961,P019,C0404,2024-07-19,3,En ligne,Casablanca,3966
V06962,P006,C0470,2024-12-12,1,En ligne,Oujda,1165
V06963,P010,C0691,2023-05-05,1,En ligne,Casablanca,1040
V06964,P012,C0818,2023-03-01,3,Magasin physique,Meknès,1518
V06965,P006,C0934,2024-12-02,2,Magasin physique,Meknès,2330
V06966,P004,C0865,2023-12-18,3,Magasin physique,Tanger,2121
V06967,P015,C0201,2024-02-13,3,En ligne,Meknès,3738
V06968,P015,C0122,2024-04-17,1,En ligne,Tanger,1246
V06969,P010,C0634,2023-11-01,3,En ligne,Meknès,3120
V06970,P016,C0641,2024-07-21,1,En ligne,Oujda,964
V06971,P001,C0435,2023-05-14,3,Magasin physique,Oujda,2589
V06972,P017,C0705,2023-07-05,3,Magasin physique,Rabat,1095
V06973,P002,C0352,2024-03-03,3,Magasin physique,Fès,4248
V06974,P012,C0388,2024-06-24,3,Magasin physique,Agadir,1518
V06975,P007,C0938,2023-10-28,3,En ligne,Oujda,2967
V06976,P009,C0905,2023-12-22,2,Magasin physique,Casablanca,1110
V06977,P006,C0206,2024-04-20,2,En ligne,Meknès,2330
V06978,P013,C0674,2023-09-07,2,Magasin physique,Tanger,2116
V06979,P020,C0828,2023-01-22,2,Magasin physique,Tanger,1170
V06980,P017,C0672,2024-11-26,2,Magasin physique,Oujda,730
V06981,P020,C0839,2023-09-27,2,Magasin physique,Meknès,1170
V06982,P003,C0363,2023-05-27,2,En ligne,Agadir,982
V06983,P015,C0885,2023-12-25,2,Magasin physique,Casablanca,2492
V06984,P005,C0025,2023-11-27,2,Magasin physique,Fès,2438
V06985,P015,C0174,2023-12-28,2,En ligne,Agadir,2492
V06986,P017,C0408,2023-06-01,3,Magasin physique,Fès,1095
V06987,P020,C0341,2023-08-18,2,En ligne,Fès,1170
V06988,P015,C0287,2024-07-21,2,En ligne,Meknès,2492
V06989,P017,C0384,2023-01-26,1,En ligne,Fès,365
V06990,P007,C0547,2024-11-27,3,Magasin physique,Oujda,2967
V06991,P019,C0192,2023-02-11,1,En ligne,Fès,1322
V06992,P014,C0389,2023-11-11,3,Magasin physique,Casablanca,1338
V06993,P009,C0487,2024-08-05,1,En ligne,Meknès,555
V06994,P007,C0991,2023-08-04,1,Magasin physique,Rabat,989
V06995,P012,C0740,2024-11-08,1,Magasin physique,Fès,506
V06996,P006,C0264,2023-08-05,3,En ligne,Tanger,3495
V06997,P004,C0822,2024-10-20,1,En ligne,Oujda,707
V06998,P012,C0236,2024-05-25,3,Magasin physique,Oujda,1518
V06999,P007,C0913,2024-11-07,1,Magasin physique,Oujda,989
V07000,P015,C0664,2023-12-15,2,Magasin physique,Agadir,2492
V07001,P013,C0764,2023-11-20,2,En ligne,Fès,2116
V07002,P007,C0926,2024-04-15,1,Magasin physique,Fès,989
V07003,P019,C0486,2023-10-22,3,Magasin physique,Rabat,3966
V07004,P011,C0151,2024-02-07,3,En ligne,Agadir,2298
V07005,P003,C0899,2023-05-21,1,En ligne,Casablanca,491
V07006,P006,C0501,2023-09-29,3,Magasin physique,Casablanca,3495
V07007,P016,C0113,2024-10-27,3,Magasin physique,Rabat,2892
V07008,P013,C0531,2023-12-14,2,Magasin physique,Meknès,2116
V07009,P016,C0650,2023-12-24,3,Magasin physique,Fès,2892
V07010,P017,C0242,2024-03-11,1,En ligne,Oujda,365
V07011,P003,C0258,2023-12-31,2,En ligne,Tanger,982
V07012,P015,C0381,2024-12-27,3,Magasin physique,Meknès,3738
V07013,P017,C0216,2024-03-17,3,Magasin physique,Casablanca,1095
V07014,P012,C0776,2024-06-12,3,En ligne,Oujda,1518
V07015,P002,C0779,2024-11-26,1,Magasin physique,Casablanca,1416
V07016,P013,C0482,2023-06-06,3,Magasin physique,Oujda,3174
V07017,P016,C0493,2023-11-21,1,En ligne,Rabat,964
V07018,P006,C0187,2024-07-07,3,En ligne,Oujda,3495
V07019,P004,C0584,2024-02-11,1,En ligne,Marrakech,707
V07020,P007,C0473,2023-03-23,2,Magasin physique,Tanger,1978
V07021,P020,C0603,2024-11-07,3,Magasin physique,Rabat,1755
V07022,P007,C0511,2023-03-19,1,Magasin physique,Meknès,989
V07023,P001,C0939,2023-01-18,2,En ligne,Meknès,1726
V07024,P019,C0777,2024-11-16,1,En ligne,Oujda,1322
V07025,P012,C0908,2023-05-07,1,En ligne,Oujda,506
V07026,P009,C0508,2024-05-03,1,En ligne,Meknès,555
V07027,P017,C0780,2023-01-17,1,Magasin physique,Meknès,365
V07028,P017,C0276,2023-01-08,3,En ligne,Casablanca,1095
V07029,P008,C0530,2024-11-06,2,Magasin physique,Meknès,2008
V07030,P007,C0953,2023-12-16,2,Magasin physique,Agadir,1978
V07031,P001,C0899,2024-11-25,2,Magasin physique,Marrakech,1726
V07032,P016,C0527,2023-03-24,1,En ligne,Casablanca,964
V07033,P007,C0888,2024-05-15,1,Magasin physique,Fès,989
V07034,P013,C0252,2024-05-28,2,En ligne,Oujda,2116
V07035,P016,C0532,2023-04-23,3,Magasin physique,Agadir,2892
V07036,P009,C0911,2023-04-14,2,En ligne,Tanger,1110
V07037,P019,C0025,2024-04-28,1,En ligne,Marrakech,1322
V07038,P002,C0642,2024-05-03,2,Magasin physique,Oujda,2832
V07039,P001,C0845,2023-01-19,3,Magasin physique,Marrakech,2589
V07040,P014,C0640,2023-10-03,3,En ligne,Rabat,1338
V07041,P012,C0212,2023-08-23,1,En ligne,Marrakech,506
V07042,P020,C0675,2024-10-14,3,Magasin physique,Oujda,1755
V07043,P007,C0022,2023-10-05,1,En ligne,Fès,989
V07044,P012,C0362,2024-04-23,2,Magasin physique,Casablanca,1012
V07045,P008,C0451,2023-08-25,1,En ligne,Tanger,1004
V07046,P009,C0824,2024-05-21,1,En ligne,Meknès,555
V07047,P007,C0027,2024-08-28,1,En ligne,Marrakech,989
V07048,P020,C0221,2024-01-10,2,En ligne,Tanger,1170
V07049,P001,C0300,2024-07-19,1,En ligne,Fès,863
V07050,P003,C0971,2023-09-28,3,En ligne,Casablanca,1473
V07051,P013,C0130,2024-04-05,3,En ligne,Agadir,3174
V07052,P017,C0801,2024-03-28,1,En ligne,Fès,365
V07053,P002,C0305,2023-04-13,2,Magasin physique,Meknès,2832
V07054,P007,C0368,2024-03-07,3,Magasin physique,Meknès,2967
V07055,P020,C0907,2023-01-31,2,En ligne,Marrakech,1170
V07056,P009,C0338,2024-09-07,3,Magasin physique,Fès,1665
V07057,P017,C0384,2024-02-14,1,En ligne,Marrakech,365
V07058,P016,C0881,2024-10-15,1,En ligne,Marrakech,964
V07059,P014,C0873,2023-08-06,2,En ligne,Tanger,892
V07060,P004,C0352,2024-03-09,3,En ligne,Tanger,2121
V07061,P012,C0479,2024-07-30,3,Magasin physique,Rabat,1518
V07062,P011,C0606,2024-02-26,2,En ligne,Fès,1532
V07063,P002,C0127,2023-08-10,3,Magasin physique,Tanger,4248
V07064,P010,C0760,2023-12-12,2,Magasin physique,Oujda,2080
V07065,P004,C0819,2024-02-24,3,Magasin physique,Casablanca,2121
V07066,P010,C0568,2023-04-23,3,Magasin physique,Rabat,3120
V07067,P011,C0032,2024-02-12,3,En ligne,Agadir,2298
V07068,P010,C0729,2023-02-05,2,Magasin physique,Casablanca,2080
V07069,P008,C0028,2023-06-19,2,Magasin physique,Oujda,2008
V07070,P020,C0355,2023-07-30,2,Magasin physique,Fès,1170
V07071,P012,C0521,2024-12-05,2,En ligne,Casablanca,1012
V07072,P017,C0138,2023-06-10,3,En ligne,Meknès,1095
V07073,P015,C0308,2023-02-03,2,Magasin physique,Meknès,2492
V07074,P016,C0279,2024-04-24,2,Magasin physique,Marrakech,1928
V07075,P012,C0901,2023-06-27,2,En ligne,Marrakech,1012
V07076,P007,C0459,2023-10-09,3,En ligne,Agadir,2967
V07077,P019,C0495,2023-08-07,1,Magasin physique,Casablanca,1322
V07078,P001,C0064,2023-05-08,2,Magasin physique,Tanger,1726
V07079,P012,C0292,2024-03-05,3,Magasin physique,Oujda,1518
V07080,P015,C0945,2023-11-09,2,En ligne,Oujda,2492
V07081,P014,C0203,2023-02-06,1,Magasin physique,Oujda,446
V07082,P016,C0158,2024-01-14,1,Magasin physique,Tanger,964
V07083,P019,C0352,2024-05-08,1,En ligne,Marrakech,1322
V07084,P015,C0458,2024-01-29,2,Magasin physique,Casablanca,2492
V07085,P013,C0127,2024-04-02,2,En ligne,Marrakech,2116
V07086,P016,C0696,2024-03-14,1,Magasin physique,Oujda,964
V07087,P012,C0825,2024-07-02,1,En ligne,Agadir,506
V07088,P012,C0711,2023-10-13,1,En ligne,Agadir,506
V07089,P004,C0929,2024-10-04,2,En ligne,Casablanca,1414
V07090,P011,C0984,2024-03-21,2,Magasin physique,Tanger,1532
V07091,P018,C0810,2023-08-20,1,Magasin physique,Tanger,732
V07092,P012,C0987,2024-08-21,3,Magasin physique,Tanger,1518
V07093,P014,C0982,2024-03-26,1,En ligne,Oujda,446
V07094,P018,C0220,2024-11-13,3,En ligne,Tanger,2196
V07095,P016,C0994,2024-08-21,3,Magasin physique,Oujda,2892
V07096,P017,C0574,2023-03-28,1,Magasin physique,Casablanca,365
V07097,P010,C0595,2024-09-22,3,En ligne,Casablanca,3120
V07098,P017,C0778,2023-10-29,2,En ligne,Agadir,730
V07099,P007,C0486,2024-08-09,1,En ligne,Tanger,989
V07100,P011,C0483,2024-11-13,3,Magasin physique,Marrakech,2298
V07101,P003,C0736,2024-04-27,3,Magasin physique,Fès,1473
V07102,P008,C0570,2024-11-06,2,Magasin physique,Casablanca,2008
V07103,P020,C0989,2023-12-26,3,En ligne,Rabat,1755
V07104,P014,C0537,2023-12-17,1,Magasin physique,Casablanca,446
V07105,P003,C0378,2024-06-09,1,Magasin physique,Fès,491
V07106,P020,C0096,2024-12-25,1,En ligne,Tanger,585
V07107,P007,C0045,2024-04-28,1,En ligne,Oujda,989
V07108,P010,C0034,2024-01-25,1,En ligne,Fès,1040
V07109,P007,C0444,2023-08-08,3,En ligne,Meknès,2967
V07110,P019,C0190,2023-01-09,1,En ligne,Fès,1322
V07111,P018,C0652,2023-12-11,3,Magasin physique,Marrakech,2196
V07112,P003,C0546,2024-02-08,3,En ligne,Agadir,1473
V07113,P010,C0533,2023-12-10,2,En ligne,Oujda,2080
V07114,P015,C0414,2023-07-31,2,En ligne,Agadir,2492
V07115,P005,C0009,2024-09-24,3,En ligne,Agadir,3657
V07116,P017,C0095,2024-03-05,3,En ligne,Agadir,1095
V07117,P006,C0785,2024-12-28,3,Magasin physique,Oujda,3495
V07118,P010,C0285,2024-09-22,2,En ligne,Oujda,2080
V07119,P010,C0869,2023-10-29,2,En ligne,Agadir,2080
V07120,P015,C0573,2024-11-30,3,En ligne,Marrakech,3738
V07121,P016,C0841,2023-03-22,3,Magasin physique,Oujda,2892
V07122,P008,C0609,2024-10-07,2,Magasin physique,Rabat,2008
V07123,P018,C0455,2024-05-31,2,Magasin physique,Agadir,1464
V07124,P020,C0173,2024-06-27,3,Magasin physique,Oujda,1755
V07125,P017,C0680,2023-02-03,2,En ligne,Agadir,730
V07126,P009,C0836,2023-09-21,2,En ligne,Tanger,1110
V07127,P008,C0830,2024-04-15,1,Magasin physique,Tanger,1004
V07128,P014,C0319,2023-02-16,2,En ligne,Fès,892
V07129,P020,C0011,2023-02-11,2,En ligne,Oujda,1170
V07130,P019,C0868,2024-03-28,1,Magasin physique,Agadir,1322
V07131,P019,C0400,2024-07-01,2,Magasin physique,Rabat,2644
V07132,P004,C0551,2024-04-14,3,En ligne,Marrakech,2121
V07133,P019,C0249,2023-03-25,1,En ligne,Agadir,1322
V07134,P013,C0503,2023-03-15,3,En ligne,Marrakech,3174
V07135,P002,C0479,2023-10-23,1,En ligne,Fès,1416
V07136,P016,C0572,2023-08-14,3,Magasin physique,Casablanca,2892
V07137,P013,C0730,2024-05-07,3,En ligne,Fès,3174
V07138,P017,C0504,2024-03-19,2,Magasin physique,Tanger,730
V07139,P016,C0251,2024-08-13,3,En ligne,Agadir,2892
V07140,P011,C0599,2024-09-22,2,Magasin physique,Tanger,1532
V07141,P015,C0409,2023-02-21,3,Magasin physique,Meknès,3738
V07142,P017,C0576,2023-07-16,2,En ligne,Casablanca,730
V07143,P012,C0069,2024-06-14,2,En ligne,Oujda,1012
V07144,P016,C0435,2024-01-21,3,Magasin physique,Agadir,2892
V07145,P020,C0220,2023-12-23,2,Magasin physique,Fès,1170
V07146,P006,C0038,2024-10-01,2,Magasin physique,Oujda,2330
V07147,P004,C0986,2024-05-29,2,Magasin physique,Tanger,1414
V07148,P007,C0819,2024-11-30,2,Magasin physique,Marrakech,1978
V07149,P002,C0299,2023-12-02,1,En ligne,Rabat,1416
V07150,P017,C0454,2024-06-15,2,Magasin physique,Meknès,730
V07151,P004,C0141,2023-08-30,2,En ligne,Fès,1414
V07152,P011,C0647,2023-12-06,1,En ligne,Tanger,766
V07153,P001,C0419,2024-06-04,2,Magasin physique,Rabat,1726
V07154,P008,C0325,2024-07-25,1,Magasin physique,Casablanca,1004
V07155,P018,C0641,2024-11-05,1,Magasin physique,Fès,732
V07156,P006,C0727,2023-07-21,1,Magasin physique,Oujda,1165
V07157,P014,C0210,2023-05-29,3,En ligne,Meknès,1338
V07158,P019,C0734,2023-09-24,3,En ligne,Agadir,3966
V07159,P005,C0210,2024-02-22,1,En ligne,Casablanca,1219
V07160,P013,C0943,2024-05-01,1,En ligne,Meknès,1058
V07161,P002,C0373,2023-11-29,1,En ligne,Marrakech,1416
V07162,P020,C0542,2023-05-04,1,Magasin physique,Tanger,585
V07163,P015,C0798,2024-03-09,3,Magasin physique,Oujda,3738
V07164,P012,C0613,2023-05-12,3,En ligne,Tanger,1518
V07165,P005,C0020,2024-01-31,2,En ligne,Tanger,2438
V07166,P020,C0440,2024-05-22,3,En ligne,Rabat,1755
V07167,P010,C0325,2024-02-16,1,En ligne,Casablanca,1040
V07168,P010,C0643,2023-05-08,1,Magasin physique,Meknès,1040
V07169,P012,C0227,2023-11-07,1,En ligne,Oujda,506
V07170,P003,C0610,2024-10-12,1,En ligne,Marrakech,491
V07171,P004,C0563,2024-03-28,2,Magasin physique,Agadir,1414
V07172,P011,C0843,2023-01-18,1,Magasin physique,Rabat,766
V07173,P010,C0245,2024-06-05,2,En ligne,Casablanca,2080
V07174,P010,C0085,2023-05-04,1,En ligne,Meknès,1040
V07175,P010,C0820,2023-08-23,1,En ligne,Marrakech,1040
V07176,P014,C0422,2024-03-13,2,Magasin physique,Oujda,892
V07177,P002,C0227,2023-02-17,1,En ligne,Oujda,1416
V07178,P003,C0992,2023-05-17,2,Magasin physique,Tanger,982
V07179,P017,C0429,2024-12-15,1,En ligne,Agadir,365
V07180,P015,C0340,2023-11-30,2,Magasin physique,Marrakech,2492
V07181,P014,C0963,2023-02-10,2,En ligne,Casablanca,892
V07182,P008,C0645,2024-03-07,2,Magasin physique,Casablanca,2008
V07183,P005,C0742,2024-12-24,2,Magasin physique,Rabat,2438
V07184,P001,C0911,2024-06-21,1,Magasin physique,Oujda,863
V07185,P018,C0043,2023-07-15,2,Magasin physique,Casablanca,1464
V07186,P011,C0980,2024-07-22,2,En ligne,Rabat,1532
V07187,P006,C0715,2023-05-05,1,En ligne,Oujda,1165
V07188,P015,C0614,2023-06-07,3,En ligne,Marrakech,3738
V07189,P008,C0819,2023-09-08,2,En ligne,Fès,2008
V07190,P008,C0645,2023-09-04,1,Magasin physique,Agadir,1004
V07191,P017,C0752,2023-09-02,2,Magasin physique,Rabat,730
V07192,P014,C0485,2023-08-20,2,En ligne,Meknès,892
V07193,P019,C0193,2023-09-18,2,En ligne,Rabat,2644
V07194,P017,C0033,2023-09-05,1,En ligne,Agadir,365
V07195,P006,C0700,2023-06-29,2,Magasin physique,Oujda,2330
V07196,P017,C0644,2024-11-21,2,Magasin physique,Rabat,730
V07197,P019,C0147,2023-04-24,1,En ligne,Agadir,1322
V07198,P003,C0928,2023-02-28,3,En ligne,Tanger,1473
V07199,P010,C0517,2023-10-04,3,En ligne,Tanger,3120
V07200,P004,C0622,2024-03-22,1,En ligne,Fès,707
V07201,P010,C0794,2023-10-14,2,Magasin physique,Fès,2080
V07202,P008,C0208,2024-05-06,2,En ligne,Casablanca,2008
V07203,P011,C0726,2023-08-01,2,Magasin physique,Agadir,1532
V07204,P007,C0718,2023-08-03,2,En ligne,Casablanca,1978
V07205,P019,C0922,2023-10-31,3,Magasin physique,Rabat,3966
V07206,P013,C0239,2024-03-10,2,Magasin physique,Meknès,2116
V07207,P002,C0663,2023-12-26,3,En ligne,Rabat,4248
V07208,P015,C0849,2023-08-19,1,Magasin physique,Meknès,1246
V07209,P002,C0839,2024-06-17,1,En ligne,Tanger,1416
V07210,P020,C0566,2024-08-20,1,En ligne,Fès,585
V07211,P019,C0482,2024-11-09,3,En ligne,Meknès,3966
V07212,P018,C0390,2023-10-01,2,En ligne,Meknès,1464
V07213,P013,C0456,2024-08-16,3,Magasin physique,Casablanca,3174
V07214,P012,C0097,2023-09-12,3,Magasin physique,Fès,1518
V07215,P019,C0032,2023-10-28,1,En ligne,Casablanca,1322
V07216,P012,C0372,2023-05-30,3,En ligne,Oujda,1518
V07217,P020,C0194,2024-03-03,3,En ligne,Rabat,1755
V07218,P016,C0217,2023-05-23,3,Magasin physique,Agadir,2892
V07219,P016,C0532,2024-01-23,1,Magasin physique,Agadir,964
V07220,P002,C0359,2023-04-05,2,Magasin physique,Tanger,2832
V07221,P005,C0343,2024-04-27,3,En ligne,Tanger,3657
V07222,P015,C0680,2023-11-07,1,Magasin physique,Oujda,1246
V07223,P012,C0591,2023-03-11,1,Magasin physique,Oujda,506
V07224,P006,C0481,2024-01-01,1,Magasin physique,Oujda,1165
V07225,P005,C0965,2024-03-26,3,En ligne,Meknès,3657
V07226,P004,C0678,2024-06-09,3,En ligne,Oujda,2121
V07227,P001,C0955,2024-08-23,1,Magasin physique,Rabat,863
V07228,P004,C0447,2023-05-22,3,En ligne,Rabat,2121
V07229,P001,C0908,2024-07-23,3,En ligne,Oujda,2589
V07230,P001,C0665,2024-09-07,3,En ligne,Agadir,2589
V07231,P019,C0835,2023-03-24,1,En ligne,Meknès,1322
V07232,P002,C0894,2023-02-27,1,En ligne,Marrakech,1416
V07233,P016,C0416,2024-07-10,3,En ligne,Casablanca,2892
V07234,P012,C0683,2024-10-28,3,Magasin physique,Meknès,1518
V07235,P016,C0804,2024-11-17,2,En ligne,Rabat,1928
V07236,P009,C0603,2024-07-30,3,Magasin physique,Marrakech,1665
V07237,P013,C0133,2023-02-08,3,En ligne,Rabat,3174
V07238,P019,C0438,2024-11-13,2,Magasin physique,Agadir,2644
V07239,P014,C0988,2023-04-15,1,Magasin physique,Meknès,446
V07240,P007,C0326,2024-08-26,3,Magasin physique,Oujda,2967
V07241,P019,C0115,2024-08-08,3,En ligne,Marrakech,3966
V07242,P002,C0887,2023-07-16,2,En ligne,Fès,2832
V07243,P012,C0246,2023-10-13,2,Magasin physique,Agadir,1012
V07244,P017,C0625,2023-09-04,3,En ligne,Tanger,1095
V07245,P002,C0508,2024-06-05,1,Magasin physique,Rabat,1416
V07246,P014,C0765,2024-01-12,2,Magasin physique,Oujda,892
V07247,P016,C0372,2024-03-27,1,En ligne,Marrakech,964
V07248,P004,C0745,2024-09-30,2,Magasin physique,Agadir,1414
V07249,P017,C0967,2023-11-29,2,Magasin physique,Meknès,730
